Name,Url
Ким Ён Нам,https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BC_%D0%81%D0%BD_%D0%9D%D0%B0%D0%BC
Ладд Дайан,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B4%D0%B4,_%D0%94%D0%B0%D0%B9%D0%B0%D0%BD"
Мартинес Уэльмо Рубен,https://es.wikipedia.org/wiki/Rub%C3%A9n_Mart%C3%ADnez_Huelmo
Маршалл Джон,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%88%D0%B0%D0%BB%D0%BB,_%D0%94%D0%B6%D0%BE%D0%BD_(%D0%BF%D0%BE%D0%BB%D0%B8%D1%82%D0%B8%D0%BA)"
Паскуини Джанкарло,https://it.wikipedia.org/wiki/Giancarlo_Pasquini_(politico)
Принсен Йост,https://nl.wikipedia.org/wiki/Joost_Prinsen
Симеунович Драган,https://sr.wikipedia.org/wiki/%D0%94%D1%80%D0%B0%D0%B3%D0%B0%D0%BD_%D0%A1%D0%B8%D0%BC%D0%B5%D1%83%D0%BD%D0%BE%D0%B2%D0%B8%D1%9B_(%D1%84%D1%83%D0%B4%D0%B1%D0%B0%D0%BB%D0%B5%D1%80)
Чарф Клара,"https://ru.wikipedia.org/wiki/%D0%A7%D0%B0%D1%80%D1%84,_%D0%9A%D0%BB%D0%B0%D1%80%D0%B0"
Чейни Дик,"https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%B9%D0%BD%D0%B8,_%D0%94%D0%B8%D0%BA"
Шарп Ричард,https://en.wikipedia.org/wiki/Richard_Sharp_(rugby_union)
Беднарчук Лешек,https://pl.wikipedia.org/wiki/Leszek_Bednarczuk
Беляев Николай Анатольевич,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D1%8F%D0%B5%D0%B2,_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Вентурони Гвидо,https://en.wikipedia.org/wiki/Guido_Venturoni
Галеоне Джованни,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B5%D0%BE%D0%BD%D0%B5,_%D0%94%D0%B6%D0%BE%D0%B2%D0%B0%D0%BD%D0%BD%D0%B8"
Годшо Донна Джин,https://en.wikipedia.org/wiki/Donna_Jean_Godchaux
Готт Ричард,https://en.wikipedia.org/wiki/Richard_Gott
Клозе Харальд,https://de.wikipedia.org/wiki/Harald_Klose
Лаптев Иван Дмитриевич,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BF%D1%82%D0%B5%D0%B2,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%B8%D1%87"
Малвал Бона,https://en.wikipedia.org/wiki/Bona_Malwal
Мэслоу Уолтер,"https://ru.wikipedia.org/wiki/%D0%9C%D1%8D%D1%81%D0%BB%D0%BE%D1%83,_%D0%A3%D0%BE%D0%BB%D1%82%D0%B5%D1%80"
Пакубувоно XIII,https://id.wikipedia.org/wiki/Pakubuwana_XIII
Пальмин Игорь Анатольевич,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D1%8C%D0%BC%D0%B8%D0%BD,_%D0%98%D0%B3%D0%BE%D1%80%D1%8C_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Путник Радомир,"https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%BD%D0%B8%D0%BA,_%D0%A0%D0%B0%D0%B4%D0%BE%D0%BC%D0%B8%D1%80_(%D0%B4%D1%80%D0%B0%D0%BC%D0%B0%D1%82%D1%83%D1%80%D0%B3)"
Рытова Валентина Иосифовна,"https://ru.wikipedia.org/wiki/%D0%A0%D1%8B%D1%82%D0%BE%D0%B2%D0%B0,_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%B0_%D0%98%D0%BE%D1%81%D0%B8%D1%84%D0%BE%D0%B2%D0%BD%D0%B0"
Халлетт Марк,https://en.wikipedia.org/wiki/Mark_Hallett_(neurologist)
Харфорд Бетти,https://en.wikipedia.org/wiki/Betty_Harford
Хедаят Амин Арсала,https://ru.wikipedia.org/wiki/%D0%A5%D0%B5%D0%B4%D0%B0%D1%8F%D1%82_%D0%90%D0%BC%D0%B8%D0%BD_%D0%90%D1%80%D1%81%D0%B0%D0%BB%D0%B0
Адэр Джон,"https://ru.wikipedia.org/wiki/%D0%90%D0%B4%D1%8D%D1%80,_%D0%94%D0%B6%D0%BE%D0%BD_(%D1%83%D1%87%D1%91%D0%BD%D1%8B%D0%B9)"
Байц Алоиз,https://sl.wikipedia.org/wiki/Alojz_Bajc
Буассезон Эдди,"https://ru.wikipedia.org/wiki/%D0%91%D1%83%D0%B0%D1%81%D1%81%D0%B5%D0%B7%D0%BE%D0%BD,_%D0%AD%D0%B4%D0%B4%D0%B8"
Йи Марина,https://nl.wikipedia.org/wiki/Marina_Yee
Коллинз Марта Лейн,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BB%D0%BB%D0%B8%D0%BD%D0%B7,_%D0%9C%D0%B0%D1%80%D1%82%D0%B0_%D0%9B%D0%B5%D0%B9%D0%BD"
Мансо Родригес Карлос,https://es.wikipedia.org/wiki/Carlos_Manzo_Rodr%C3%ADguez
Мехта Майк,https://en.wikipedia.org/wiki/Mike_Mehta
Минихэн Кеннет,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D0%BD%D0%B8%D1%85%D1%8D%D0%BD,_%D0%9A%D0%B5%D0%BD%D0%BD%D0%B5%D1%82"
Мирамбелл Лорена,https://en.wikipedia.org/wiki/Lorena_Mirambell
Мирани Афтаб Шабан,https://en.wikipedia.org/wiki/Aftab_Shaban_Mirani
Моррис Стивен,https://en.wikipedia.org/wiki/Stephen_Morris
Резник Михаил Борисович,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B7%D0%BD%D0%B8%D0%BA,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B8%D0%BB_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87"
Савченко Юрий Тимофеевич,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Сарлак Омид,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D1%80%D0%BB%D0%B0%D0%BA,_%D0%9E%D0%BC%D0%B8%D0%B4"
Сененски Ральф,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD%D0%B5%D0%BD%D1%81%D0%BA%D0%B8,_%D0%A0%D0%B0%D0%BB%D1%8C%D1%84"
Фишер Арчи,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B8%D1%88%D0%B5%D1%80,_%D0%90%D1%80%D1%87%D0%B8"
Штабрайт Иммо,https://de.wikipedia.org/wiki/Immo_Stabreit
Young Bleed,https://en.wikipedia.org/wiki/Young_Bleed
Гринберг Адам,"https://ru.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%BD%D0%B1%D0%B5%D1%80%D0%B3,_%D0%90%D0%B4%D0%B0%D0%BC"
Дияк Иван Васильевич,"https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D1%8F%D0%BA,_%D0%98%D0%B2%D0%B0%D0%BD_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Дуранти Франческа,https://it.wikipedia.org/wiki/Francesca_Duranti
Карио Чеки,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B8%D0%BE,_%D0%A7%D0%B5%D0%BA%D0%B8"
Кроллис Гунар,"https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%BE%D0%BB%D0%BB%D0%B8%D1%81,_%D0%93%D1%83%D0%BD%D0%B0%D1%80"
Линсен Йоханнес,https://de.wikipedia.org/wiki/Hannes_Lin%C3%9Fen
Нано Фатос,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%BD%D0%BE,_%D0%A4%D0%B0%D1%82%D0%BE%D1%81"
Тейм Сим,"https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D0%B9%D0%BC,_%D0%A1%D0%B8%D0%BC"
Фредерик Мануэль,"https://ru.wikipedia.org/wiki/%D0%A4%D1%80%D0%B5%D0%B4%D0%B5%D1%80%D0%B8%D0%BA,_%D0%9C%D0%B0%D0%BD%D1%83%D1%8D%D0%BB%D1%8C"
Эддисон Колин,"https://ru.wikipedia.org/wiki/%D0%AD%D0%B4%D0%B4%D0%B8%D1%81%D0%BE%D0%BD,_%D0%9A%D0%BE%D0%BB%D0%B8%D0%BD"
Янг Уилли,"https://ru.wikipedia.org/wiki/%D0%AF%D0%BD%D0%B3,_%D0%A3%D0%B8%D0%BB%D0%BB%D0%B8_(%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%B8%D1%81%D1%82,_1951)"
Ахмедов Якуб,"https://ru.wikipedia.org/wiki/%D0%90%D1%85%D0%BC%D0%B5%D0%B4%D0%BE%D0%B2,_%D0%AF%D0%BA%D1%83%D0%B1"
Бабакумаров Ержан,"https://ru.wikipedia.org/w/index.php?title=%D0%91%D0%B0%D0%B1%D0%B0%D0%BA%D1%83%D0%BC%D0%B0%D1%80%D0%BE%D0%B2,_%D0%95%D1%80%D0%B6%D0%B0%D0%BD&action=edit&redlink=1"
Бежанов Геральд Суренович,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%B6%D0%B0%D0%BD%D0%BE%D0%B2,_%D0%93%D0%B5%D1%80%D0%B0%D0%BB%D1%8C%D0%B4_%D0%A1%D1%83%D1%80%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87"
Жигмытов Баяр Тумурович,"https://ru.wikipedia.org/wiki/%D0%96%D0%B8%D0%B3%D0%BC%D1%8B%D1%82%D0%BE%D0%B2,_%D0%91%D0%B0%D1%8F%D1%80_%D0%A2%D1%83%D0%BC%D1%83%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Кост Шарль,"https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D1%81%D1%82,_%D0%A8%D0%B0%D1%80%D0%BB%D1%8C"
Меньщиков Анатолий Сергеевич,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BD%D1%8C%D1%89%D0%B8%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Миргородский Виктор Александрович,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%80%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B9,_%D0%92%D0%B8%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Никула Пентти,https://fi.wikipedia.org/wiki/Pentti_Nikula
Уоткинс Питер,"https://ru.wikipedia.org/wiki/%D0%A3%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D1%81,_%D0%9F%D0%B8%D1%82%D0%B5%D1%80"
Шариот Клаус,"https://ru.wikipedia.org/wiki/%D0%A8%D0%B0%D1%80%D0%B8%D0%BE%D1%82,_%D0%9A%D0%BB%D0%B0%D1%83%D1%81"
Гриневич Андрей Владимирович,"https://ru.wikipedia.org/w/index.php?title=%D0%93%D1%80%D0%B8%D0%BD%D0%B5%D0%B2%D0%B8%D1%87,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87_(%D0%B0%D0%BA%D1%82%D1%91%D1%80)&action=edit&redlink=1"
Марков Александр Сергеевич,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B5%D0%B2%D0%B8%D1%87_(%D0%B8%D1%81%D1%82%D0%BE%D1%80%D0%B8%D0%BA)"
Михеев Василий Васильевич,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B5%D0%B5%D0%B2,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Набила Джон Себиям,https://en.wikipedia.org/wiki/John_S._Nabila
Ноулз Элисон,https://en.wikipedia.org/wiki/Alison_Knowles
Пивоваров Юрий Петрович,"https://ru.wikipedia.org/wiki/%D0%9F%D0%B8%D0%B2%D0%BE%D0%B2%D0%B0%D1%80%D0%BE%D0%B2,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Рива Мария,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D0%B2%D0%B0,_%D0%9C%D0%B0%D1%80%D0%B8%D1%8F"
Сморигинас Костас,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%BE%D1%80%D0%B8%D0%B3%D0%B8%D0%BD%D0%B0%D1%81,_%D0%9A%D0%BE%D1%81%D1%82%D0%B0%D1%81"
Хариц Гюнтер,https://de.wikipedia.org/wiki/G%C3%BCnter_Haritz
Цзя Чжигоу Юлий,"https://ru.wikipedia.org/wiki/%D0%A6%D0%B7%D1%8F_%D0%A7%D0%B6%D0%B8%D0%B3%D0%BE%D1%83,_%D0%AE%D0%BB%D0%B8%D0%B9"
Яременко Василий Васильевич,"https://ru.wikipedia.org/wiki/%D0%AF%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE,_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D0%B8%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Алыкулов Муканбек,"https://ru.wikipedia.org/w/index.php?title=%D0%90%D0%BB%D1%8B%D0%BA%D1%83%D0%BB%D0%BE%D0%B2,_%D0%9C%D1%83%D0%BA%D0%B0%D0%BD%D0%B1%D0%B5%D0%BA&action=edit&redlink=1"
Гуляев Владимир Андреевич,"https://ru.wikipedia.org/w/index.php?title=%D0%93%D1%83%D0%BB%D1%8F%D0%B5%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B5%D0%B2%D0%B8%D1%87&action=edit&redlink=1"
Ногера Эктор,https://es.wikipedia.org/wiki/H%C3%A9ctor_Noguera
Попов Роман Алексеевич,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BF%D0%BE%D0%B2,_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Фауланд Александер,"https://ru.wikipedia.org/wiki/%D0%A4%D0%B0%D1%83%D0%BB%D0%B0%D0%BD%D0%B4,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D0%B5%D1%80"
Цымбало Роман Михайлович,"https://ru.wikipedia.org/w/index.php?title=%D0%A6%D1%8B%D0%BC%D0%B1%D0%B0%D0%BB%D0%BE,_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87&action=edit&redlink=1"
Адукону Бартелеми,https://en.wikipedia.org/wiki/Barth%C3%A9lemy_Adoukonou
Бар Шрага,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80,_%D0%A8%D1%80%D0%B0%D0%B3%D0%B0"
Бек-Гернсхайм Элизабет,"https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BA-%D0%93%D0%B5%D1%80%D0%BD%D1%81%D1%85%D0%B0%D0%B9%D0%BC,_%D0%AD%D0%BB%D0%B8%D0%B7%D0%B0%D0%B1%D0%B5%D1%82"
Борисов Фёдор Фёдорович,"https://ru.wikipedia.org/w/index.php?title=%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2,_%D0%A4%D1%91%D0%B4%D0%BE%D1%80_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87&action=edit&redlink=1"
Вербин Вячеслав Михайлович,"https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D0%B1%D0%B8%D0%BD,_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
Воробьёв Владимир Николаевич,"https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%B1%D1%8C%D1%91%D0%B2,_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87_(%D1%85%D0%BE%D0%BA%D0%BA%D0%B5%D0%B8%D1%81%D1%82)"
Галенская Людмила Никифоровна,"https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F,_%D0%9B%D1%8E%D0%B4%D0%BC%D0%B8%D0%BB%D0%B0_%D0%9D%D0%B8%D0%BA%D0%B8%D1%84%D0%BE%D1%80%D0%BE%D0%B2%D0%BD%D0%B0"
Ломбард Андре,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BC%D0%B1%D0%B0%D1%80%D0%B4,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5"
Мартинсен Одд,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D1%81%D0%B5%D0%BD,_%D0%9E%D0%B4%D0%B4"
Очоторена Хосе Мануэль,"https://ru.wikipedia.org/wiki/%D0%9E%D1%87%D0%BE%D1%82%D0%BE%D1%80%D0%B5%D0%BD%D0%B0,_%D0%A5%D0%BE%D1%81%D0%B5_%D0%9C%D0%B0%D0%BD%D1%83%D1%8D%D0%BB%D1%8C"
Повелихина Алла Васильевна,"https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B2%D0%B5%D0%BB%D0%B8%D1%85%D0%B8%D0%BD%D0%B0,_%D0%90%D0%BB%D0%BB%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%B5%D0%B2%D0%BD%D0%B0"
Скейлс Прунелла,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B5%D0%B9%D0%BB%D1%81,_%D0%9F%D1%80%D1%83%D0%BD%D0%B5%D0%BB%D0%BB%D0%B0"
Бонет Алисия,https://es.wikipedia.org/wiki/Alicia_Bonet
Деджонетт Джек,"https://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%B4%D0%B6%D0%BE%D0%BD%D0%B5%D1%82%D1%82,_%D0%94%D0%B6%D0%B5%D0%BA"
Карасёва Ольга Дмитриевна,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B0%D1%81%D1%91%D0%B2%D0%B0,_%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B5%D0%B2%D0%BD%D0%B0"
Каргарджам Акбар,"https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B4%D0%B6%D0%B0%D0%BC,_%D0%90%D0%BA%D0%B1%D0%B0%D1%80"
Кук Тим,https://en.wikipedia.org/wiki/Tim_Cook_(historian)
Морев Андрей Валерьевич,"https://ru.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%B5%D0%B2,_%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Назаров Геннадий Геннадьевич,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B7%D0%B0%D1%80%D0%BE%D0%B2,_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D0%B8%D0%B9_%D0%93%D0%B5%D0%BD%D0%BD%D0%B0%D0%B4%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Салимов Салим,"https://ru.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D0%B8%D0%BC%D0%BE%D0%B2,_%D0%A1%D0%B0%D0%BB%D0%B8%D0%BC"
Шихман Клаудия,https://es.wikipedia.org/wiki/Claudia_Schijman
Шуба Михай,"https://ru.wikipedia.org/wiki/%D0%A8%D1%83%D0%B1%D0%B0,_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9"
Андресен Бьёрн,"https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D0%B5%D1%81%D0%B5%D0%BD,_%D0%91%D1%8C%D1%91%D1%80%D0%BD"
ван Велсен Мария,https://nl.wikipedia.org/wiki/Ria_van_Velsen_(zwemster)
Гортнер Кристофер Уиллис,https://en.wikipedia.org/wiki/Christopher_Willis_Gortner
Ди Франческо Мауро,https://it.wikipedia.org/wiki/Mauro_Di_Francesco
Држицимский Идзи,https://pl.wikipedia.org/wiki/Idzi_Drzycimski
Золотницкий Алексей Алексеевич,"https://ru.wikipedia.org/wiki/%D0%97%D0%BE%D0%BB%D0%BE%D1%82%D0%BD%D0%B8%D1%86%D0%BA%D0%B8%D0%B9,_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%B8%D1%87"
Лапуэнте Мануэль,"https://ru.wikipedia.org/wiki/%D0%9B%D0%B0%D0%BF%D1%83%D1%8D%D0%BD%D1%82%D0%B5,_%D0%9C%D0%B0%D0%BD%D1%83%D1%8D%D0%BB%D1%8C"
Леарра Мириам,https://en.wikipedia.org/wiki/Miriam_Learra
Мари Франко,https://it.wikipedia.org/wiki/Franco_Mari
Маркес Флория,https://es.wikipedia.org/wiki/Floria_M%C3%A1rquez
Неополькин Клим Николаевич,"https://ru.wikipedia.org/wiki/%D0%9D%D0%B5%D0%BE%D0%BF%D0%BE%D0%BB%D1%8C%D0%BA%D0%B8%D0%BD,_%D0%9A%D0%BB%D0%B8%D0%BC_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87"
Романс Маргарет,"https://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%81,_%D0%9C%D0%B0%D1%80%D0%B3%D0%B0%D1%80%D0%B5%D1%82"
Смит Хамилтон,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B8%D1%82,_%D0%A5%D0%B0%D0%BC%D0%B8%D0%BB%D1%82%D0%BE%D0%BD"
Сорокин Анатолий Петрович,"https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B8%D0%BD,_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87"
Тэверн Дик,https://en.wikipedia.org/wiki/Dick_Taverne
Баллетбо Анна,https://es.wikipedia.org/wiki/Anna_Balletb%C3%B2
Валенте Бенита,"https://ru.wikipedia.org/wiki/%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B5,_%D0%91%D0%B5%D0%BD%D0%B8%D1%82%D0%B0"
Дэвис Кэрол,"https://ru.wikipedia.org/wiki/%D0%94%D1%8D%D0%B2%D0%B8%D1%81,_%D0%9A%D1%8D%D1%80%D0%BE%D0%BB"
Лоренц Макс,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D1%80%D0%B5%D0%BD%D1%86,_%D0%9C%D0%B0%D0%BA%D1%81_(%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D0%B8%D1%81%D1%82)"
Машкин Юрий Анатольевич,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%88%D0%BA%D0%B8%D0%BD,_%D0%AE%D1%80%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%8C%D0%B5%D0%B2%D0%B8%D1%87"
Миддендорф Джон Уильям,https://en.wikipedia.org/wiki/J._William_Middendorf
Омелюсик Сергей Михайлович,"https://ru.wikipedia.org/wiki/%D0%9E%D0%BC%D0%B5%D0%BB%D1%8E%D1%81%D0%B8%D0%BA,_%D0%A1%D0%B5%D1%80%D0%B3%D0%B5%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87"
Сирикит,https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8%D0%BA%D0%B8%D1%82
Агьеман Роулинг Нана Конаду,https://en.wikipedia.org/wiki/Nana_Konadu_Agyeman_Rawlings
Али Тахура,https://en.wikipedia.org/wiki/Tahura_Ali
Барч Отто Эдуардович,"https://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D1%87,_%D0%9E%D1%82%D1%82%D0%BE_%D0%AD%D0%B4%D1%83%D0%B0%D1%80%D0%B4%D0%BE%D0%B2%D0%B8%D1%87"
Данне Гюнтер,https://de.wikipedia.org/wiki/Gunther_Danne
Лаборинью Лусиу Алвару,https://pt.wikipedia.org/wiki/%C3%81lvaro_Laborinho_L%C3%BAcio
Локхарт Джун,"https://ru.wikipedia.org/wiki/%D0%9B%D0%BE%D0%BA%D1%85%D0%B0%D1%80%D1%82,_%D0%94%D0%B6%D1%83%D0%BD"
Лукачевич Йосип,"https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BA%D0%B0%D1%87%D0%B5%D0%B2%D0%B8%D1%87,_%D0%99%D0%BE%D1%81%D0%B8%D0%BF"
Макнил Майкл,"https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%BD%D0%B8%D0%BB,_%D0%9C%D0%B0%D0%B9%D0%BA%D0%BB"
Ревильо Франко,"https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B2%D0%B8%D0%BB%D1%8C%D0%BE,_%D0%A4%D1%80%D0%B0%D0%BD%D0%BA%D0%BE"
